"","X","yearSeason","slugSeason","slugLeague","typeSeason","dateGame","idGame","numberGameTeamSeason","nameTeam","idTeam","isB2B","isB2BFirst","isB2BSecond","locationGame","slugMatchup","slugTeam","countDaysRestTeam","countDaysNextGameTeam","slugOpponent","slugTeamWinner","slugTeamLoser","outcomeGame","namePlayer","numberGamePlayerSeason","countDaysRestPlayer","countDaysNextGamePlayer","idPlayer","isWin","fgm","fga","pctFG","fg3m","fg3a","pctFG3","pctFT","hasVideo","fg2m","fg2a","pctFG2","minutes","ftm","fta","oreb","dreb","treb","ast","stl","blk","tov","pf","pts","plusminus","fpts","urlTeamSeasonLogo","urlPlayerStats","urlPlayerThumbnail","urlPlayerHeadshot","urlPlayerActionPhoto","urlPlayerPhoto"
"823",25647,2024,"2023-24","NBA","Regular Season","2024-04-11",22301167,80,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. NYK","BOS",1,0,"NYK","NYK","BOS","L","Jrue Holiday",69,1,NA,201950,FALSE,3,7,0.429,1,4,0.25,NA,TRUE,2,3,0.666666666666667,29,0,0,1,4,5,1,1,2,2,2,7,-26,21.5,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201950","https://stats.nba.com/media/players/230x185/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png","https://stats.nba.com/media/players/700/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png"
"824",25648,2024,"2023-24","NBA","Regular Season","2024-04-11",22301167,80,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. NYK","BOS",1,0,"NYK","NYK","BOS","L","Kristaps Porziņģis",57,3,NA,204001,FALSE,5,12,0.417,2,5,0.4,1,TRUE,3,7,0.428571428571429,25,2,2,2,6,8,1,0,2,1,2,14,-14,30.1,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/204001","https://stats.nba.com/media/players/230x185/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png","https://stats.nba.com/media/players/700/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png"
"825",25649,2024,"2023-24","NBA","Regular Season","2024-04-11",22301167,80,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. NYK","BOS",1,0,"NYK","NYK","BOS","L","Jayson Tatum",74,1,NA,1628369,FALSE,5,13,0.385,1,7,0.142857142857143,0.778,TRUE,4,6,0.666666666666667,32,7,9,1,3,4,7,2,1,2,3,18,-30,40.3,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628369","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://stats.nba.com/media/players/700/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png"
"826",25673,2024,"2023-24","NBA","Regular Season","2024-04-11",22301167,80,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. NYK","BOS",1,0,"NYK","NYK","BOS","L","Derrick White",73,1,NA,1628401,FALSE,1,5,0.2,0,3,0,NA,TRUE,1,2,0.5,29,0,0,0,2,2,2,1,1,1,3,2,-29,12.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628401","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://stats.nba.com/media/players/700/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png"
"827",25674,2024,"2023-24","NBA","Regular Season","2024-04-11",22301167,80,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. NYK","BOS",1,0,"NYK","NYK","BOS","L","Svi Mykhailiuk",39,1,0,1629004,FALSE,3,5,0.6,3,4,0.75,NA,TRUE,0,1,0,13,0,0,1,1,2,2,0,0,0,0,9,21,14.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629004","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://stats.nba.com/media/players/700/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png"
"828",25695,2024,"2023-24","NBA","Regular Season","2024-04-11",22301167,80,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. NYK","BOS",1,0,"NYK","NYK","BOS","L","Xavier Tillman",52,1,0,1630214,FALSE,1,1,1,0,0,0,NA,TRUE,1,1,1,6,0,0,0,0,0,1,0,0,0,0,2,6,3.5,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630214","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630214.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630214.png","https://stats.nba.com/media/players/700/1630214.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"829",25709,2024,"2023-24","NBA","Regular Season","2024-04-11",22301167,80,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. NYK","BOS",1,0,"NYK","NYK","BOS","L","Jaylen Brown",70,1,NA,1627759,FALSE,6,15,0.4,1,5,0.2,0.667,TRUE,5,10,0.5,29,2,3,1,1,2,1,0,2,3,3,15,-29,21.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1627759","https://stats.nba.com/media/players/230x185/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png","https://stats.nba.com/media/players/700/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png"
"830",25710,2024,"2023-24","NBA","Regular Season","2024-04-11",22301167,80,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. NYK","BOS",1,0,"NYK","NYK","BOS","L","Luke Kornet",61,1,0,1628436,FALSE,1,2,0.5,0,0,0,NA,TRUE,1,2,0.5,7,0,0,1,1,2,0,0,1,1,0,2,15,6.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628436","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://stats.nba.com/media/players/700/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png"
"831",25711,2024,"2023-24","NBA","Regular Season","2024-04-11",22301167,80,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. NYK","BOS",1,0,"NYK","NYK","BOS","L","Payton Pritchard",80,1,0,1630202,FALSE,7,13,0.538,2,4,0.5,NA,TRUE,5,9,0.555555555555556,21,0,0,2,2,4,6,0,0,0,0,16,22,29.8,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630202","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://stats.nba.com/media/players/700/1630202.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"832",25729,2024,"2023-24","NBA","Regular Season","2024-04-11",22301167,80,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. NYK","BOS",1,0,"NYK","NYK","BOS","L","Jaden Springer",47,3,0,1630531,FALSE,1,2,0.5,1,2,0.5,NA,TRUE,0,0,0,13,0,0,0,1,1,0,2,0,1,1,3,21,9.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630531","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630531.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630531.png","https://stats.nba.com/media/players/700/1630531.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"833",25743,2024,"2023-24","NBA","Regular Season","2024-04-11",22301167,80,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. NYK","BOS",1,0,"NYK","NYK","BOS","L","Al Horford",65,3,NA,201143,FALSE,2,3,0.667,2,3,0.666666666666667,NA,TRUE,0,0,0,16,0,0,0,2,2,1,1,2,1,2,6,-18,17.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201143","https://stats.nba.com/media/players/230x185/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png","https://stats.nba.com/media/players/700/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png"
"834",25744,2024,"2023-24","NBA","Regular Season","2024-04-11",22301167,80,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"H","BOS vs. NYK","BOS",1,0,"NYK","NYK","BOS","L","Sam Hauser",77,1,0,1630573,FALSE,5,8,0.625,3,5,0.6,1,TRUE,2,3,0.666666666666667,22,2,2,1,3,4,3,0,1,0,0,15,16,27.3,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630573","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://stats.nba.com/media/players/700/1630573.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"835",25751,2024,"2023-24","NBA","Regular Season","2024-04-12",22301173,81,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. CHA","BOS",0,1,"CHA","BOS","CHA","W","Luke Kornet",62,0,1,1628436,TRUE,7,10,0.7,0,0,0,1,TRUE,7,10,0.7,25,2,2,3,7,10,3,0,0,0,3,16,30,32.5,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628436","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://stats.nba.com/media/players/700/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png"
"836",25806,2024,"2023-24","NBA","Regular Season","2024-04-12",22301173,81,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. CHA","BOS",0,1,"CHA","BOS","CHA","W","Svi Mykhailiuk",40,0,1,1629004,TRUE,2,13,0.154,2,11,0.181818181818182,1,TRUE,0,2,0,34,2,2,0,3,3,0,1,0,1,2,8,9,13.6,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629004","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://stats.nba.com/media/players/700/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png"
"837",25859,2024,"2023-24","NBA","Regular Season","2024-04-12",22301173,81,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. CHA","BOS",0,1,"CHA","BOS","CHA","W","Neemias Queta",27,20,1,1629674,TRUE,8,10,0.8,0,0,0,NA,TRUE,8,10,0.8,18,0,0,4,2,6,5,2,0,0,2,16,25,36.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629674","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629674.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629674.png","https://stats.nba.com/media/players/700/1629674.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"838",25925,2024,"2023-24","NBA","Regular Season","2024-04-12",22301173,81,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. CHA","BOS",0,1,"CHA","BOS","CHA","W","Oshae Brissett",54,2,1,1629052,TRUE,3,8,0.375,0,0,0,0.4,TRUE,3,8,0.375,15,2,5,6,5,11,1,1,0,0,1,8,-2,25.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629052","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://stats.nba.com/media/players/700/1629052.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"839",25926,2024,"2023-24","NBA","Regular Season","2024-04-12",22301173,81,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. CHA","BOS",0,1,"CHA","BOS","CHA","W","Payton Pritchard",81,0,1,1630202,TRUE,14,22,0.636,3,8,0.375,NA,TRUE,11,14,0.785714285714286,31,0,0,0,3,3,11,1,0,2,2,31,15,52.1,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630202","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://stats.nba.com/media/players/700/1630202.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"840",25927,2024,"2023-24","NBA","Regular Season","2024-04-12",22301173,81,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. CHA","BOS",0,1,"CHA","BOS","CHA","W","Jaden Springer",48,0,1,1630531,TRUE,4,6,0.667,0,0,0,0.75,TRUE,4,6,0.666666666666667,25,3,4,0,6,6,4,3,0,1,3,11,17,32.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630531","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630531.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630531.png","https://stats.nba.com/media/players/700/1630531.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"841",25991,2024,"2023-24","NBA","Regular Season","2024-04-12",22301173,81,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. CHA","BOS",0,1,"CHA","BOS","CHA","W","Xavier Tillman",53,0,1,1630214,TRUE,1,3,0.333,0,0,0,NA,TRUE,1,3,0.333333333333333,13,0,0,1,2,3,1,2,0,1,3,2,-4,12.1,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630214","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630214.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630214.png","https://stats.nba.com/media/players/700/1630214.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"842",25992,2024,"2023-24","NBA","Regular Season","2024-04-12",22301173,81,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. CHA","BOS",0,1,"CHA","BOS","CHA","W","Sam Hauser",78,0,1,1630573,TRUE,6,17,0.353,4,13,0.307692307692308,NA,TRUE,2,4,0.5,30,0,0,0,4,4,2,0,0,0,0,16,34,23.8,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630573","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://stats.nba.com/media/players/700/1630573.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"843",25993,2024,"2023-24","NBA","Regular Season","2024-04-12",22301173,81,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. CHA","BOS",0,1,"CHA","BOS","CHA","W","Jordan Walsh",8,6,1,1641775,TRUE,3,4,0.75,2,3,0.666666666666667,NA,TRUE,1,1,1,20,0,0,1,2,3,0,1,0,0,3,8,8,14.6,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1641775","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641775.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641775.png","https://stats.nba.com/media/players/700/1641775.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"844",25994,2024,"2023-24","NBA","Regular Season","2024-04-12",22301173,81,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. CHA","BOS",0,1,"CHA","BOS","CHA","W","Drew Peterson",2,110,120,1641809,TRUE,3,4,0.75,2,3,0.666666666666667,NA,TRUE,1,1,1,12,0,0,0,0,0,0,1,0,0,0,8,15,11,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1641809","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641809.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641809.png","https://stats.nba.com/media/players/700/1641809.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"845",26044,2024,"2023-24","NBA","Regular Season","2024-04-12",22301173,81,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"H","BOS vs. CHA","BOS",0,1,"CHA","BOS","CHA","W","JD Davison",7,20,1,1631120,TRUE,3,7,0.429,1,3,0.333333333333333,NA,TRUE,2,4,0.5,17,0,0,1,3,4,7,0,1,1,1,7,18,24.3,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1631120","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631120.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631120.png","https://stats.nba.com/media/players/700/1631120.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"846",26061,2024,"2023-24","NBA","Regular Season","2024-04-14",22301186,82,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. WAS","BOS",1,120,"WAS","BOS","WAS","W","Oshae Brissett",55,1,NA,1629052,TRUE,2,6,0.333,0,1,0,0,TRUE,2,5,0.4,16,0,3,0,2,2,1,1,3,3,0,4,-13,16.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629052","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://stats.nba.com/media/players/700/1629052.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"847",26062,2024,"2023-24","NBA","Regular Season","2024-04-14",22301186,82,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. WAS","BOS",1,120,"WAS","BOS","WAS","W","Jaden Springer",49,1,NA,1630531,TRUE,2,4,0.5,1,2,0.5,1,TRUE,1,2,0.5,20,2,2,0,2,2,0,3,1,1,2,7,-9,20.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630531","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630531.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630531.png","https://stats.nba.com/media/players/700/1630531.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"848",26194,2024,"2023-24","NBA","Regular Season","2024-04-14",22301186,82,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. WAS","BOS",1,120,"WAS","BOS","WAS","W","Svi Mykhailiuk",41,1,NA,1629004,TRUE,10,13,0.769,6,8,0.75,NA,TRUE,4,5,0.8,37,0,0,1,4,5,5,0,1,1,2,26,21,41.5,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629004","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://stats.nba.com/media/players/700/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png"
"849",26195,2024,"2023-24","NBA","Regular Season","2024-04-14",22301186,82,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. WAS","BOS",1,120,"WAS","BOS","WAS","W","Sam Hauser",79,1,NA,1630573,TRUE,6,20,0.3,4,11,0.363636363636364,NA,TRUE,2,9,0.222222222222222,35,0,0,1,4,5,2,2,1,0,1,16,26,34,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630573","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://stats.nba.com/media/players/700/1630573.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"850",26196,2024,"2023-24","NBA","Regular Season","2024-04-14",22301186,82,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. WAS","BOS",1,120,"WAS","BOS","WAS","W","Jordan Walsh",9,1,NA,1641775,TRUE,0,2,0,0,1,0,0.5,TRUE,0,1,0,17,1,2,0,3,3,1,2,0,1,1,1,10,11.1,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1641775","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641775.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641775.png","https://stats.nba.com/media/players/700/1641775.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"851",26246,2024,"2023-24","NBA","Regular Season","2024-04-14",22301186,82,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. WAS","BOS",1,120,"WAS","BOS","WAS","W","JD Davison",8,1,NA,1631120,TRUE,0,2,0,0,1,0,0.5,TRUE,0,1,0,10,1,2,0,3,3,2,1,0,1,2,1,-3,9.6,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1631120","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631120.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631120.png","https://stats.nba.com/media/players/700/1631120.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"852",26247,2024,"2023-24","NBA","Regular Season","2024-04-14",22301186,82,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"H","BOS vs. WAS","BOS",1,120,"WAS","BOS","WAS","W","Drew Peterson",3,1,NA,1641809,TRUE,0,1,0,0,1,0,NA,TRUE,0,0,0,8,0,0,0,1,1,0,1,0,1,0,0,-9,3.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1641809","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641809.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641809.png","https://stats.nba.com/media/players/700/1641809.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
